Train Epoch: [1/30] Iters:[650/1093] transplant_loss 1.1055, rec_loss 0.0141, p_loss 0.1904, quant_error 0.2687, utilization 0.5247, perplexity 7219.0197,
Train Epoch: [1/30] Iters:[660/1093] transplant_loss 1.1027, rec_loss 0.0141, p_loss 0.1903, quant_error 0.2672, utilization 0.5277, perplexity 7279.3428,
Train Epoch: [1/30] Iters:[670/1093] transplant_loss 1.0971, rec_loss 0.0140, p_loss 0.1901, quant_error 0.2651, utilization 0.5302, perplexity 7330.2693,
Train Epoch: [1/30] Iters:[680/1093] transplant_loss 1.0916, rec_loss 0.0138, p_loss 0.1893, quant_error 0.2629, utilization 0.5325, perplexity 7369.2595,
Train Epoch: [1/30] Iters:[690/1093] transplant_loss 1.0872, rec_loss 0.0138, p_loss 0.1884, quant_error 0.2611, utilization 0.5350, perplexity 7413.1435,
Train Epoch: [1/30] Iters:[700/1093] transplant_loss 1.0899, rec_loss 0.0139, p_loss 0.1887, quant_error 0.2613, utilization 0.5372, perplexity 7456.3095,
Train Epoch: [1/30] Iters:[710/1093] transplant_loss 1.0848, rec_loss 0.0137, p_loss 0.1882, quant_error 0.2592, utilization 0.5390, perplexity 7485.7689,
Train Epoch: [1/30] Iters:[720/1093] transplant_loss 1.0816, rec_loss 0.0137, p_loss 0.1878, quant_error 0.2578, utilization 0.5409, perplexity 7515.4940,
Train Epoch: [1/30] Iters:[730/1093] transplant_loss 1.0834, rec_loss 0.0138, p_loss 0.1877, quant_error 0.2578, utilization 0.5427, perplexity 7548.4042,
Train Epoch: [1/30] Iters:[740/1093] transplant_loss 1.0808, rec_loss 0.0138, p_loss 0.1879, quant_error 0.2563, utilization 0.5441, perplexity 7570.6233,
Train Epoch: [1/30] Iters:[750/1093] transplant_loss 1.0779, rec_loss 0.0138, p_loss 0.1867, quant_error 0.2550, utilization 0.5458, perplexity 7598.7649,
Train Epoch: [1/30] Iters:[760/1093] transplant_loss 1.0770, rec_loss 0.0138, p_loss 0.1861, quant_error 0.2542, utilization 0.5471, perplexity 7622.3634,
Train Epoch: [1/30] Iters:[770/1093] transplant_loss 1.0775, rec_loss 0.0138, p_loss 0.1855, quant_error 0.2538, utilization 0.5493, perplexity 7665.4558,
Train Epoch: [1/30] Iters:[780/1093] transplant_loss 1.0743, rec_loss 0.0138, p_loss 0.1857, quant_error 0.2523, utilization 0.5515, perplexity 7709.4487,
Train Epoch: [1/30] Iters:[790/1093] transplant_loss 1.0753, rec_loss 0.0138, p_loss 0.1858, quant_error 0.2519, utilization 0.5534, perplexity 7746.2288,
Train Epoch: [1/30] Iters:[800/1093] transplant_loss 1.0731, rec_loss 0.0139, p_loss 0.1857, quant_error 0.2505, utilization 0.5548, perplexity 7772.1476,
Train Epoch: [1/30] Iters:[810/1093] transplant_loss 1.0692, rec_loss 0.0137, p_loss 0.1850, quant_error 0.2492, utilization 0.5564, perplexity 7797.6446,
Train Epoch: [1/30] Iters:[820/1093] transplant_loss 1.0683, rec_loss 0.0137, p_loss 0.1851, quant_error 0.2482, utilization 0.5576, perplexity 7818.0622,
Train Epoch: [1/30] Iters:[830/1093] transplant_loss 1.0698, rec_loss 0.0138, p_loss 0.1853, quant_error 0.2480, utilization 0.5590, perplexity 7839.2917,
Train Epoch: [1/30] Iters:[840/1093] transplant_loss 1.0656, rec_loss 0.0136, p_loss 0.1846, quant_error 0.2467, utilization 0.5606, perplexity 7862.9089,
Train Epoch: [1/30] Iters:[850/1093] transplant_loss 1.0649, rec_loss 0.0136, p_loss 0.1843, quant_error 0.2463, utilization 0.5622, perplexity 7891.4221,
Train Epoch: [1/30] Iters:[860/1093] transplant_loss 1.0656, rec_loss 0.0137, p_loss 0.1846, quant_error 0.2457, utilization 0.5641, perplexity 7930.0867,
Train Epoch: [1/30] Iters:[870/1093] transplant_loss 1.0631, rec_loss 0.0136, p_loss 0.1841, quant_error 0.2451, utilization 0.5651, perplexity 7949.5924,
Train Epoch: [1/30] Iters:[880/1093] transplant_loss 1.0565, rec_loss 0.0134, p_loss 0.1830, quant_error 0.2430, utilization 0.5662, perplexity 7970.1493,
Train Epoch: [1/30] Iters:[890/1093] transplant_loss 1.0583, rec_loss 0.0135, p_loss 0.1829, quant_error 0.2430, utilization 0.5675, perplexity 7998.9940,
Train Epoch: [1/30] Iters:[900/1093] transplant_loss 1.0560, rec_loss 0.0135, p_loss 0.1829, quant_error 0.2421, utilization 0.5688, perplexity 8026.2524,
Train Epoch: [1/30] Iters:[910/1093] transplant_loss 1.0556, rec_loss 0.0135, p_loss 0.1831, quant_error 0.2418, utilization 0.5698, perplexity 8042.9390,
Train Epoch: [1/30] Iters:[920/1093] transplant_loss 1.0507, rec_loss 0.0134, p_loss 0.1826, quant_error 0.2402, utilization 0.5708, perplexity 8058.3199,
Train Epoch: [1/30] Iters:[930/1093] transplant_loss 1.0518, rec_loss 0.0134, p_loss 0.1824, quant_error 0.2401, utilization 0.5717, perplexity 8068.8972,
Train Epoch: [1/30] Iters:[940/1093] transplant_loss 1.0472, rec_loss 0.0134, p_loss 0.1822, quant_error 0.2384, utilization 0.5723, perplexity 8077.7056,
Train Epoch: [1/30] Iters:[950/1093] transplant_loss 1.0459, rec_loss 0.0134, p_loss 0.1821, quant_error 0.2373, utilization 0.5729, perplexity 8086.5112,
