Train Epoch: [1/5] Iters:[4740/10009] transplant_loss 1163.6412, rec_loss 0.0943, quant_error 1.8343,
Train Epoch: [1/5] Iters:[4750/10009] transplant_loss 1166.5861, rec_loss 0.0941, quant_error 1.8340,
Train Epoch: [1/5] Iters:[4760/10009] transplant_loss 1174.2557, rec_loss 0.0945, quant_error 1.8345,
Train Epoch: [1/5] Iters:[4770/10009] transplant_loss 1180.3720, rec_loss 0.0957, quant_error 1.8397,
Train Epoch: [1/5] Iters:[4780/10009] transplant_loss 1180.5785, rec_loss 0.0958, quant_error 1.8451,
Train Epoch: [1/5] Iters:[4790/10009] transplant_loss 1185.6741, rec_loss 0.0959, quant_error 1.8458,
Train Epoch: [1/5] Iters:[4800/10009] transplant_loss 1200.0500, rec_loss 0.0968, quant_error 1.8538,
Train Epoch: [1/5] Iters:[4810/10009] transplant_loss 1203.3427, rec_loss 0.0963, quant_error 1.8520,
Train Epoch: [1/5] Iters:[4820/10009] transplant_loss 1201.6934, rec_loss 0.0960, quant_error 1.8499,
Train Epoch: [1/5] Iters:[4830/10009] transplant_loss 1202.8152, rec_loss 0.0957, quant_error 1.8474,
Train Epoch: [1/5] Iters:[4840/10009] transplant_loss 1204.8145, rec_loss 0.0952, quant_error 1.8435,
Train Epoch: [1/5] Iters:[4850/10009] transplant_loss 1198.5466, rec_loss 0.0945, quant_error 1.8371,
Train Epoch: [1/5] Iters:[4860/10009] transplant_loss 1207.4665, rec_loss 0.0952, quant_error 1.8439,
Train Epoch: [1/5] Iters:[4870/10009] transplant_loss 1217.1065, rec_loss 0.0944, quant_error 1.8468,
Train Epoch: [1/5] Iters:[4880/10009] transplant_loss 1220.0943, rec_loss 0.0947, quant_error 1.8499,
Train Epoch: [1/5] Iters:[4890/10009] transplant_loss 1223.9680, rec_loss 0.0948, quant_error 1.8513,
Train Epoch: [1/5] Iters:[4900/10009] transplant_loss 1228.4656, rec_loss 0.0950, quant_error 1.8498,
Train Epoch: [1/5] Iters:[4910/10009] transplant_loss 1214.0773, rec_loss 0.0938, quant_error 1.8368,
Train Epoch: [1/5] Iters:[4920/10009] transplant_loss 1209.4218, rec_loss 0.0944, quant_error 1.8294,
Train Epoch: [1/5] Iters:[4930/10009] transplant_loss 1211.3913, rec_loss 0.0942, quant_error 1.8246,
Train Epoch: [1/5] Iters:[4940/10009] transplant_loss 1205.0628, rec_loss 0.0940, quant_error 1.8170,
Train Epoch: [1/5] Iters:[4950/10009] transplant_loss 1205.4225, rec_loss 0.0940, quant_error 1.8197,
Train Epoch: [1/5] Iters:[4960/10009] transplant_loss 1218.6050, rec_loss 0.0951, quant_error 1.8283,
Train Epoch: [1/5] Iters:[4970/10009] transplant_loss 1219.7221, rec_loss 0.0941, quant_error 1.8316,
Train Epoch: [1/5] Iters:[4980/10009] transplant_loss 1222.9828, rec_loss 0.0939, quant_error 1.8286,
Train Epoch: [1/5] Iters:[4990/10009] transplant_loss 1227.3122, rec_loss 0.0940, quant_error 1.8343,
Train Epoch: [1/5] Iters:[5000/10009] transplant_loss 1230.3631, rec_loss 0.0937, quant_error 1.8336,
Train Epoch: [1/5] Iters:[5010/10009] transplant_loss 1226.0693, rec_loss 0.0930, quant_error 1.8267,
Train Epoch: [1/5] Iters:[5020/10009] transplant_loss 1227.5922, rec_loss 0.0935, quant_error 1.8233,
Train Epoch: [1/5] Iters:[5030/10009] transplant_loss 1231.7020, rec_loss 0.0936, quant_error 1.8258,
Train Epoch: [1/5] Iters:[5040/10009] transplant_loss 1236.2101, rec_loss 0.0944, quant_error 1.8249,
Train Epoch: [1/5] Iters:[5050/10009] transplant_loss 1235.2353, rec_loss 0.0945, quant_error 1.8211,
Train Epoch: [1/5] Iters:[5060/10009] transplant_loss 1241.5266, rec_loss 0.0950, quant_error 1.8229,
Train Epoch: [1/5] Iters:[5070/10009] transplant_loss 1233.4782, rec_loss 0.0945, quant_error 1.8170,
Train Epoch: [1/5] Iters:[5080/10009] transplant_loss 1235.8028, rec_loss 0.0945, quant_error 1.8159,
Train Epoch: [1/5] Iters:[5090/10009] transplant_loss 1234.8111, rec_loss 0.0940, quant_error 1.8155,
Train Epoch: [1/5] Iters:[5100/10009] transplant_loss 1240.5024, rec_loss 0.0940, quant_error 1.8191,
Train Epoch: [1/5] Iters:[5110/10009] transplant_loss 1244.4821, rec_loss 0.0935, quant_error 1.8185,
Train Epoch: [1/5] Iters:[5120/10009] transplant_loss 1249.3160, rec_loss 0.0932, quant_error 1.8204,
Train Epoch: [1/5] Iters:[5130/10009] transplant_loss 1248.5986, rec_loss 0.0934, quant_error 1.8251,
Train Epoch: [1/5] Iters:[5140/10009] transplant_loss 1250.5565, rec_loss 0.0929, quant_error 1.8190,
Train Epoch: [1/5] Iters:[5150/10009] transplant_loss 1257.9001, rec_loss 0.0929, quant_error 1.8230,
Train Epoch: [1/5] Iters:[5160/10009] transplant_loss 1254.3460, rec_loss 0.0935, quant_error 1.8255,
Train Epoch: [1/5] Iters:[5170/10009] transplant_loss 1254.1183, rec_loss 0.0934, quant_error 1.8254,
Train Epoch: [1/5] Iters:[5180/10009] transplant_loss 1260.6202, rec_loss 0.0931, quant_error 1.8239,
Train Epoch: [1/5] Iters:[5190/10009] transplant_loss 1258.6453, rec_loss 0.0926, quant_error 1.8234,
Train Epoch: [1/5] Iters:[5200/10009] transplant_loss 1251.9162, rec_loss 0.0926, quant_error 1.8184,
Train Epoch: [1/5] Iters:[5210/10009] transplant_loss 1260.9390, rec_loss 0.0919, quant_error 1.8149,
Train Epoch: [1/5] Iters:[5220/10009] transplant_loss 1272.8866, rec_loss 0.0930, quant_error 1.8189,
Train Epoch: [1/5] Iters:[5230/10009] transplant_loss 1268.3582, rec_loss 0.0931, quant_error 1.8089,
Train Epoch: [1/5] Iters:[5240/10009] transplant_loss 1278.9026, rec_loss 0.0937, quant_error 1.8104,
Train Epoch: [1/5] Iters:[5250/10009] transplant_loss 1290.6162, rec_loss 0.0936, quant_error 1.8103,
Train Epoch: [1/5] Iters:[5260/10009] transplant_loss 1284.9761, rec_loss 0.0934, quant_error 1.8069,
Train Epoch: [1/5] Iters:[5270/10009] transplant_loss 1287.6576, rec_loss 0.0929, quant_error 1.8120,
Train Epoch: [1/5] Iters:[5280/10009] transplant_loss 1286.9680, rec_loss 0.0926, quant_error 1.8155,
Train Epoch: [1/5] Iters:[5290/10009] transplant_loss 1284.7330, rec_loss 0.0927, quant_error 1.8220,
Train Epoch: [1/5] Iters:[5300/10009] transplant_loss 1278.3038, rec_loss 0.0924, quant_error 1.8169,
Train Epoch: [1/5] Iters:[5310/10009] transplant_loss 1283.4688, rec_loss 0.0927, quant_error 1.8165,
Train Epoch: [1/5] Iters:[5320/10009] transplant_loss 1280.4464, rec_loss 0.0923, quant_error 1.8108,
Train Epoch: [1/5] Iters:[5330/10009] transplant_loss 1282.7706, rec_loss 0.0925, quant_error 1.8110,
Train Epoch: [1/5] Iters:[5340/10009] transplant_loss 1285.5728, rec_loss 0.0929, quant_error 1.8094,
Train Epoch: [1/5] Iters:[5350/10009] transplant_loss 1288.5810, rec_loss 0.0936, quant_error 1.8140,
Train Epoch: [1/5] Iters:[5360/10009] transplant_loss 1291.9138, rec_loss 0.0941, quant_error 1.8159,
Train Epoch: [1/5] Iters:[5370/10009] transplant_loss 1303.8837, rec_loss 0.0947, quant_error 1.8174,
Train Epoch: [1/5] Iters:[5380/10009] transplant_loss 1306.9950, rec_loss 0.0949, quant_error 1.8178,
Train Epoch: [1/5] Iters:[5390/10009] transplant_loss 1309.6535, rec_loss 0.0942, quant_error 1.8160,
Train Epoch: [1/5] Iters:[5400/10009] transplant_loss 1308.8940, rec_loss 0.0935, quant_error 1.8061,
Train Epoch: [1/5] Iters:[5410/10009] transplant_loss 1312.3258, rec_loss 0.0932, quant_error 1.8028,
Train Epoch: [1/5] Iters:[5420/10009] transplant_loss 1310.3937, rec_loss 0.0928, quant_error 1.8024,
Train Epoch: [1/5] Iters:[5430/10009] transplant_loss 1305.9280, rec_loss 0.0924, quant_error 1.7998,
Train Epoch: [1/5] Iters:[5440/10009] transplant_loss 1294.9686, rec_loss 0.0925, quant_error 1.7951,
Train Epoch: [1/5] Iters:[5450/10009] transplant_loss 1297.1521, rec_loss 0.0925, quant_error 1.7984,
Train Epoch: [1/5] Iters:[5460/10009] transplant_loss 1292.3470, rec_loss 0.0927, quant_error 1.7996,
Train Epoch: [1/5] Iters:[5470/10009] transplant_loss 1287.9610, rec_loss 0.0934, quant_error 1.7971,
Train Epoch: [1/5] Iters:[5480/10009] transplant_loss 1302.5752, rec_loss 0.0946, quant_error 1.8056,
Train Epoch: [1/5] Iters:[5490/10009] transplant_loss 1315.4464, rec_loss 0.0944, quant_error 1.8035,
Train Epoch: [1/5] Iters:[5500/10009] transplant_loss 1319.5629, rec_loss 0.0953, quant_error 1.8083,
Train Epoch: [1/5] Iters:[5510/10009] transplant_loss 1320.6174, rec_loss 0.0950, quant_error 1.8080,
Train Epoch: [1/5] Iters:[5520/10009] transplant_loss 1318.2007, rec_loss 0.0940, quant_error 1.8054,
Train Epoch: [1/5] Iters:[5530/10009] transplant_loss 1313.8446, rec_loss 0.0934, quant_error 1.7977,
Train Epoch: [1/5] Iters:[5540/10009] transplant_loss 1310.8656, rec_loss 0.0935, quant_error 1.8019,
Train Epoch: [1/5] Iters:[5550/10009] transplant_loss 1315.4923, rec_loss 0.0936, quant_error 1.8057,
Train Epoch: [1/5] Iters:[5560/10009] transplant_loss 1313.5900, rec_loss 0.0941, quant_error 1.8050,
Train Epoch: [1/5] Iters:[5570/10009] transplant_loss 1321.9834, rec_loss 0.0949, quant_error 1.8066,
Train Epoch: [1/5] Iters:[5580/10009] transplant_loss 1321.0825, rec_loss 0.0946, quant_error 1.8079,
Train Epoch: [1/5] Iters:[5590/10009] transplant_loss 1327.0202, rec_loss 0.0946, quant_error 1.8104,
Train Epoch: [1/5] Iters:[5600/10009] transplant_loss 1327.1489, rec_loss 0.0943, quant_error 1.8119,
Train Epoch: [1/5] Iters:[5610/10009] transplant_loss 1327.7415, rec_loss 0.0946, quant_error 1.8151,
Train Epoch: [1/5] Iters:[5620/10009] transplant_loss 1323.4242, rec_loss 0.0939, quant_error 1.8086,
Train Epoch: [1/5] Iters:[5630/10009] transplant_loss 1327.9855, rec_loss 0.0940, quant_error 1.8074,
Train Epoch: [1/5] Iters:[5640/10009] transplant_loss 1327.5237, rec_loss 0.0945, quant_error 1.8005,
Train Epoch: [1/5] Iters:[5650/10009] transplant_loss 1324.9834, rec_loss 0.0947, quant_error 1.7894,
Train Epoch: [1/5] Iters:[5660/10009] transplant_loss 1338.2991, rec_loss 0.0942, quant_error 1.7863,
Train Epoch: [1/5] Iters:[5670/10009] transplant_loss 1337.9555, rec_loss 0.0951, quant_error 1.7908,
Train Epoch: [1/5] Iters:[5680/10009] transplant_loss 1336.9920, rec_loss 0.0952, quant_error 1.7906,
Train Epoch: [1/5] Iters:[5690/10009] transplant_loss 1347.3397, rec_loss 0.0953, quant_error 1.7955,
Train Epoch: [1/5] Iters:[5700/10009] transplant_loss 1346.9707, rec_loss 0.0950, quant_error 1.8002,
Train Epoch: [1/5] Iters:[5710/10009] transplant_loss 1338.6660, rec_loss 0.0950, quant_error 1.8004,
Train Epoch: [1/5] Iters:[5720/10009] transplant_loss 1342.1173, rec_loss 0.0952, quant_error 1.8028,
Train Epoch: [1/5] Iters:[5730/10009] transplant_loss 1338.8109, rec_loss 0.0948, quant_error 1.8000,
Train Epoch: [1/5] Iters:[5740/10009] transplant_loss 1339.1968, rec_loss 0.0946, quant_error 1.7951,
Train Epoch: [1/5] Iters:[5750/10009] transplant_loss 1339.1469, rec_loss 0.0946, quant_error 1.7917,
Train Epoch: [1/5] Iters:[5760/10009] transplant_loss 1349.5204, rec_loss 0.0948, quant_error 1.7932,
Train Epoch: [1/5] Iters:[5770/10009] transplant_loss 1354.2241, rec_loss 0.0946, quant_error 1.7901,
Train Epoch: [1/5] Iters:[5780/10009] transplant_loss 1358.4274, rec_loss 0.0945, quant_error 1.7853,
Train Epoch: [1/5] Iters:[5790/10009] transplant_loss 1352.6979, rec_loss 0.0948, quant_error 1.7895,
Train Epoch: [1/5] Iters:[5800/10009] transplant_loss 1352.9894, rec_loss 0.0945, quant_error 1.7924,
Train Epoch: [1/5] Iters:[5810/10009] transplant_loss 1343.9974, rec_loss 0.0938, quant_error 1.7838,
Train Epoch: [1/5] Iters:[5820/10009] transplant_loss 1345.7516, rec_loss 0.0933, quant_error 1.7831,
Train Epoch: [1/5] Iters:[5830/10009] transplant_loss 1340.4210, rec_loss 0.0937, quant_error 1.7908,
Train Epoch: [1/5] Iters:[5840/10009] transplant_loss 1340.6747, rec_loss 0.0936, quant_error 1.7841,
Train Epoch: [1/5] Iters:[5850/10009] transplant_loss 1347.8843, rec_loss 0.0942, quant_error 1.7850,
Train Epoch: [1/5] Iters:[5860/10009] transplant_loss 1351.2227, rec_loss 0.0944, quant_error 1.7908,
Train Epoch: [1/5] Iters:[5870/10009] transplant_loss 1353.2391, rec_loss 0.0946, quant_error 1.7928,
Train Epoch: [1/5] Iters:[5880/10009] transplant_loss 1361.6173, rec_loss 0.0945, quant_error 1.7890,
Train Epoch: [1/5] Iters:[5890/10009] transplant_loss 1366.9934, rec_loss 0.0942, quant_error 1.7904,
Train Epoch: [1/5] Iters:[5900/10009] transplant_loss 1366.3363, rec_loss 0.0934, quant_error 1.7859,
Train Epoch: [1/5] Iters:[5910/10009] transplant_loss 1375.7072, rec_loss 0.0937, quant_error 1.7850,
Train Epoch: [1/5] Iters:[5920/10009] transplant_loss 1379.8653, rec_loss 0.0938, quant_error 1.7878,
Train Epoch: [1/5] Iters:[5930/10009] transplant_loss 1394.8858, rec_loss 0.0935, quant_error 1.7869,
Train Epoch: [1/5] Iters:[5940/10009] transplant_loss 1387.0699, rec_loss 0.0932, quant_error 1.7875,
Train Epoch: [1/5] Iters:[5950/10009] transplant_loss 1385.6362, rec_loss 0.0935, quant_error 1.7842,
Train Epoch: [1/5] Iters:[5960/10009] transplant_loss 1386.4525, rec_loss 0.0932, quant_error 1.7852,
Train Epoch: [1/5] Iters:[5970/10009] transplant_loss 1382.9965, rec_loss 0.0932, quant_error 1.7823,
Train Epoch: [1/5] Iters:[5980/10009] transplant_loss 1377.6681, rec_loss 0.0934, quant_error 1.7839,
Train Epoch: [1/5] Iters:[5990/10009] transplant_loss 1390.5594, rec_loss 0.0942, quant_error 1.7867,
Train Epoch: [1/5] Iters:[6000/10009] transplant_loss 1405.8974, rec_loss 0.0944, quant_error 1.7942,
Train Epoch: [1/5] Iters:[6010/10009] transplant_loss 1401.6449, rec_loss 0.0950, quant_error 1.7906,
Train Epoch: [1/5] Iters:[6020/10009] transplant_loss 1398.8127, rec_loss 0.0942, quant_error 1.7840,
Train Epoch: [1/5] Iters:[6030/10009] transplant_loss 1392.6804, rec_loss 0.0943, quant_error 1.7894,
Train Epoch: [1/5] Iters:[6040/10009] transplant_loss 1389.5406, rec_loss 0.0935, quant_error 1.7820,
Train Epoch: [1/5] Iters:[6050/10009] transplant_loss 1377.0098, rec_loss 0.0934, quant_error 1.7741,
Train Epoch: [1/5] Iters:[6060/10009] transplant_loss 1385.0236, rec_loss 0.0928, quant_error 1.7783,
Train Epoch: [1/5] Iters:[6070/10009] transplant_loss 1386.1203, rec_loss 0.0935, quant_error 1.7879,
Train Epoch: [1/5] Iters:[6080/10009] transplant_loss 1393.0354, rec_loss 0.0936, quant_error 1.7823,
Train Epoch: [1/5] Iters:[6090/10009] transplant_loss 1391.1031, rec_loss 0.0933, quant_error 1.7863,
Train Epoch: [1/5] Iters:[6100/10009] transplant_loss 1396.3795, rec_loss 0.0933, quant_error 1.7904,
Train Epoch: [1/5] Iters:[6110/10009] transplant_loss 1396.3697, rec_loss 0.0935, quant_error 1.7902,
Train Epoch: [1/5] Iters:[6120/10009] transplant_loss 1401.0840, rec_loss 0.0938, quant_error 1.7805,
Train Epoch: [1/5] Iters:[6130/10009] transplant_loss 1389.6400, rec_loss 0.0938, quant_error 1.7736,
Train Epoch: [1/5] Iters:[6140/10009] transplant_loss 1387.9659, rec_loss 0.0941, quant_error 1.7716,
Train Epoch: [1/5] Iters:[6150/10009] transplant_loss 1390.6566, rec_loss 0.0938, quant_error 1.7692,
Train Epoch: [1/5] Iters:[6160/10009] transplant_loss 1399.7488, rec_loss 0.0938, quant_error 1.7698,
Train Epoch: [1/5] Iters:[6170/10009] transplant_loss 1397.2662, rec_loss 0.0927, quant_error 1.7669,
Train Epoch: [1/5] Iters:[6180/10009] transplant_loss 1412.4516, rec_loss 0.0930, quant_error 1.7754,
Train Epoch: [1/5] Iters:[6190/10009] transplant_loss 1422.1964, rec_loss 0.0936, quant_error 1.7796,
Train Epoch: [1/5] Iters:[6200/10009] transplant_loss 1420.8504, rec_loss 0.0931, quant_error 1.7774,
Train Epoch: [1/5] Iters:[6210/10009] transplant_loss 1415.6105, rec_loss 0.0931, quant_error 1.7752,
Train Epoch: [1/5] Iters:[6220/10009] transplant_loss 1426.7546, rec_loss 0.0933, quant_error 1.7850,
Train Epoch: [1/5] Iters:[6230/10009] transplant_loss 1430.2024, rec_loss 0.0931, quant_error 1.7868,
Train Epoch: [1/5] Iters:[6240/10009] transplant_loss 1434.9638, rec_loss 0.0934, quant_error 1.7863,
Train Epoch: [1/5] Iters:[6250/10009] transplant_loss 1436.4468, rec_loss 0.0944, quant_error 1.7856,
Train Epoch: [1/5] Iters:[6260/10009] transplant_loss 1443.3725, rec_loss 0.0946, quant_error 1.7851,
Train Epoch: [1/5] Iters:[6270/10009] transplant_loss 1433.2936, rec_loss 0.0952, quant_error 1.7784,
Train Epoch: [1/5] Iters:[6280/10009] transplant_loss 1427.3663, rec_loss 0.0947, quant_error 1.7714,
Train Epoch: [1/5] Iters:[6290/10009] transplant_loss 1423.0704, rec_loss 0.0942, quant_error 1.7692,
Train Epoch: [1/5] Iters:[6300/10009] transplant_loss 1425.9380, rec_loss 0.0940, quant_error 1.7720,
Train Epoch: [1/5] Iters:[6310/10009] transplant_loss 1423.9077, rec_loss 0.0939, quant_error 1.7663,
Train Epoch: [1/5] Iters:[6320/10009] transplant_loss 1429.1743, rec_loss 0.0936, quant_error 1.7679,
Train Epoch: [1/5] Iters:[6330/10009] transplant_loss 1430.3227, rec_loss 0.0932, quant_error 1.7650,
Train Epoch: [1/5] Iters:[6340/10009] transplant_loss 1425.5752, rec_loss 0.0927, quant_error 1.7628,
Train Epoch: [1/5] Iters:[6350/10009] transplant_loss 1433.1067, rec_loss 0.0919, quant_error 1.7595,
Train Epoch: [1/5] Iters:[6360/10009] transplant_loss 1428.0559, rec_loss 0.0910, quant_error 1.7623,
Train Epoch: [1/5] Iters:[6370/10009] transplant_loss 1436.7486, rec_loss 0.0912, quant_error 1.7627,
Train Epoch: [1/5] Iters:[6380/10009] transplant_loss 1444.6475, rec_loss 0.0928, quant_error 1.7754,
Train Epoch: [1/5] Iters:[6390/10009] transplant_loss 1454.0241, rec_loss 0.0929, quant_error 1.7748,
Train Epoch: [1/5] Iters:[6400/10009] transplant_loss 1457.5244, rec_loss 0.0938, quant_error 1.7812,
Train Epoch: [1/5] Iters:[6410/10009] transplant_loss 1456.6172, rec_loss 0.0948, quant_error 1.7791,
Train Epoch: [1/5] Iters:[6420/10009] transplant_loss 1449.4057, rec_loss 0.0955, quant_error 1.7807,
Train Epoch: [1/5] Iters:[6430/10009] transplant_loss 1438.2821, rec_loss 0.0944, quant_error 1.7708,
Train Epoch: [1/5] Iters:[6440/10009] transplant_loss 1439.0508, rec_loss 0.0952, quant_error 1.7746,
Train Epoch: [1/5] Iters:[6450/10009] transplant_loss 1427.3824, rec_loss 0.0953, quant_error 1.7712,
Train Epoch: [1/5] Iters:[6460/10009] transplant_loss 1421.3668, rec_loss 0.0947, quant_error 1.7673,
Train Epoch: [1/5] Iters:[6470/10009] transplant_loss 1431.3091, rec_loss 0.0943, quant_error 1.7652,
Train Epoch: [1/5] Iters:[6480/10009] transplant_loss 1439.2058, rec_loss 0.0943, quant_error 1.7644,
Train Epoch: [1/5] Iters:[6490/10009] transplant_loss 1441.8520, rec_loss 0.0937, quant_error 1.7634,
Train Epoch: [1/5] Iters:[6500/10009] transplant_loss 1443.2532, rec_loss 0.0930, quant_error 1.7608,
Train Epoch: [1/5] Iters:[6510/10009] transplant_loss 1448.5806, rec_loss 0.0930, quant_error 1.7588,
Train Epoch: [1/5] Iters:[6520/10009] transplant_loss 1441.2106, rec_loss 0.0926, quant_error 1.7562,
Train Epoch: [1/5] Iters:[6530/10009] transplant_loss 1448.4085, rec_loss 0.0932, quant_error 1.7650,
Train Epoch: [1/5] Iters:[6540/10009] transplant_loss 1442.7762, rec_loss 0.0937, quant_error 1.7658,
Train Epoch: [1/5] Iters:[6550/10009] transplant_loss 1449.4804, rec_loss 0.0945, quant_error 1.7689,
Train Epoch: [1/5] Iters:[6560/10009] transplant_loss 1453.9271, rec_loss 0.0945, quant_error 1.7743,
Train Epoch: [1/5] Iters:[6570/10009] transplant_loss 1459.3347, rec_loss 0.0946, quant_error 1.7740,
Train Epoch: [1/5] Iters:[6580/10009] transplant_loss 1446.6902, rec_loss 0.0934, quant_error 1.7619,
Train Epoch: [1/5] Iters:[6590/10009] transplant_loss 1455.7638, rec_loss 0.0927, quant_error 1.7625,
Train Epoch: [1/5] Iters:[6600/10009] transplant_loss 1450.9336, rec_loss 0.0917, quant_error 1.7551,
Train Epoch: [1/5] Iters:[6610/10009] transplant_loss 1452.6477, rec_loss 0.0925, quant_error 1.7570,
Train Epoch: [1/5] Iters:[6620/10009] transplant_loss 1454.3450, rec_loss 0.0932, quant_error 1.7518,
Train Epoch: [1/5] Iters:[6630/10009] transplant_loss 1462.3235, rec_loss 0.0941, quant_error 1.7538,
Train Epoch: [1/5] Iters:[6640/10009] transplant_loss 1459.4834, rec_loss 0.0947, quant_error 1.7544,
Train Epoch: [1/5] Iters:[6650/10009] transplant_loss 1461.7376, rec_loss 0.0954, quant_error 1.7554,
Train Epoch: [1/5] Iters:[6660/10009] transplant_loss 1464.6088, rec_loss 0.0948, quant_error 1.7513,
Train Epoch: [1/5] Iters:[6670/10009] transplant_loss 1466.6561, rec_loss 0.0943, quant_error 1.7548,
Train Epoch: [1/5] Iters:[6680/10009] transplant_loss 1465.6153, rec_loss 0.0943, quant_error 1.7561,
Train Epoch: [1/5] Iters:[6690/10009] transplant_loss 1467.4232, rec_loss 0.0939, quant_error 1.7479,
Train Epoch: [1/5] Iters:[6700/10009] transplant_loss 1468.8219, rec_loss 0.0933, quant_error 1.7467,
Train Epoch: [1/5] Iters:[6710/10009] transplant_loss 1470.2235, rec_loss 0.0936, quant_error 1.7508,
Train Epoch: [1/5] Iters:[6720/10009] transplant_loss 1476.3380, rec_loss 0.0935, quant_error 1.7555,
Train Epoch: [1/5] Iters:[6730/10009] transplant_loss 1481.1958, rec_loss 0.0939, quant_error 1.7535,
Train Epoch: [1/5] Iters:[6740/10009] transplant_loss 1475.1836, rec_loss 0.0940, quant_error 1.7516,
Train Epoch: [1/5] Iters:[6750/10009] transplant_loss 1476.4802, rec_loss 0.0942, quant_error 1.7530,
Train Epoch: [1/5] Iters:[6760/10009] transplant_loss 1473.0685, rec_loss 0.0938, quant_error 1.7486,
Train Epoch: [1/5] Iters:[6770/10009] transplant_loss 1463.7329, rec_loss 0.0937, quant_error 1.7488,
Train Epoch: [1/5] Iters:[6780/10009] transplant_loss 1465.8511, rec_loss 0.0927, quant_error 1.7504,
Train Epoch: [1/5] Iters:[6790/10009] transplant_loss 1476.0492, rec_loss 0.0938, quant_error 1.7578,
Train Epoch: [1/5] Iters:[6800/10009] transplant_loss 1473.4683, rec_loss 0.0944, quant_error 1.7593,
Train Epoch: [1/5] Iters:[6810/10009] transplant_loss 1475.5657, rec_loss 0.0943, quant_error 1.7619,
Train Epoch: [1/5] Iters:[6820/10009] transplant_loss 1478.7139, rec_loss 0.0941, quant_error 1.7539,
Train Epoch: [1/5] Iters:[6830/10009] transplant_loss 1475.7750, rec_loss 0.0942, quant_error 1.7489,
Train Epoch: [1/5] Iters:[6840/10009] transplant_loss 1467.2099, rec_loss 0.0930, quant_error 1.7435,
Train Epoch: [1/5] Iters:[6850/10009] transplant_loss 1465.0239, rec_loss 0.0930, quant_error 1.7419,
Train Epoch: [1/5] Iters:[6860/10009] transplant_loss 1461.6109, rec_loss 0.0932, quant_error 1.7417,
Train Epoch: [1/5] Iters:[6870/10009] transplant_loss 1464.8511, rec_loss 0.0932, quant_error 1.7447,
Train Epoch: [1/5] Iters:[6880/10009] transplant_loss 1466.4418, rec_loss 0.0935, quant_error 1.7477,
Train Epoch: [1/5] Iters:[6890/10009] transplant_loss 1475.6855, rec_loss 0.0937, quant_error 1.7509,
Train Epoch: [1/5] Iters:[6900/10009] transplant_loss 1482.8298, rec_loss 0.0932, quant_error 1.7542,
Train Epoch: [1/5] Iters:[6910/10009] transplant_loss 1494.4081, rec_loss 0.0935, quant_error 1.7553,
Train Epoch: [1/5] Iters:[6920/10009] transplant_loss 1493.6603, rec_loss 0.0939, quant_error 1.7550,
Train Epoch: [1/5] Iters:[6930/10009] transplant_loss 1488.5725, rec_loss 0.0943, quant_error 1.7540,
Train Epoch: [1/5] Iters:[6940/10009] transplant_loss 1484.2066, rec_loss 0.0939, quant_error 1.7453,
Train Epoch: [1/5] Iters:[6950/10009] transplant_loss 1482.0581, rec_loss 0.0940, quant_error 1.7447,
Train Epoch: [1/5] Iters:[6960/10009] transplant_loss 1475.8639, rec_loss 0.0935, quant_error 1.7417,
Train Epoch: [1/5] Iters:[6970/10009] transplant_loss 1476.3871, rec_loss 0.0932, quant_error 1.7416,
Train Epoch: [1/5] Iters:[6980/10009] transplant_loss 1488.4175, rec_loss 0.0934, quant_error 1.7441,
Train Epoch: [1/5] Iters:[6990/10009] transplant_loss 1486.4273, rec_loss 0.0935, quant_error 1.7488,
Train Epoch: [1/5] Iters:[7000/10009] transplant_loss 1491.7709, rec_loss 0.0930, quant_error 1.7467,
Train Epoch: [1/5] Iters:[7010/10009] transplant_loss 1492.0109, rec_loss 0.0936, quant_error 1.7466,
Train Epoch: [1/5] Iters:[7020/10009] transplant_loss 1482.2215, rec_loss 0.0940, quant_error 1.7447,
Train Epoch: [1/5] Iters:[7030/10009] transplant_loss 1478.4934, rec_loss 0.0932, quant_error 1.7403,
Train Epoch: [1/5] Iters:[7040/10009] transplant_loss 1481.0541, rec_loss 0.0933, quant_error 1.7432,
Train Epoch: [1/5] Iters:[7050/10009] transplant_loss 1487.7010, rec_loss 0.0943, quant_error 1.7518,
Train Epoch: [1/5] Iters:[7060/10009] transplant_loss 1489.3806, rec_loss 0.0944, quant_error 1.7525,
Train Epoch: [1/5] Iters:[7070/10009] transplant_loss 1500.1010, rec_loss 0.0939, quant_error 1.7526,
Train Epoch: [1/5] Iters:[7080/10009] transplant_loss 1504.9870, rec_loss 0.0947, quant_error 1.7592,
Train Epoch: [1/5] Iters:[7090/10009] transplant_loss 1505.2051, rec_loss 0.0949, quant_error 1.7566,
Train Epoch: [1/5] Iters:[7100/10009] transplant_loss 1500.6639, rec_loss 0.0945, quant_error 1.7454,
Train Epoch: [1/5] Iters:[7110/10009] transplant_loss 1508.6981, rec_loss 0.0941, quant_error 1.7476,
Train Epoch: [1/5] Iters:[7120/10009] transplant_loss 1514.4150, rec_loss 0.0946, quant_error 1.7493,
Train Epoch: [1/5] Iters:[7130/10009] transplant_loss 1514.3785, rec_loss 0.0944, quant_error 1.7448,
Train Epoch: [1/5] Iters:[7140/10009] transplant_loss 1510.7284, rec_loss 0.0946, quant_error 1.7445,
