dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 8
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8
max_patch_size: 8
codebook_size: 16384
codebook_dim: 8
project_dim: 16
pq: 1
L: 4
alpha: 1.0
beta: 1.0
gamma: 0.5
disc_weight: 0.2
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: False
transplant_epochs: 5
refinement_epochs: 5
eval_epochs: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: transplant
checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/checkpoint/Transplant/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/results/Transplant/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/saver/Transplant/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/reconstruction/Transplant/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/yaml/Transplant/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/VQ-Transplant/pretrained_tokenizer/dc-ae-f32c32-sana-1.0.safetensors
checkpoint_name: 
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 1
batch_size: 64
ms_token_size: (1, 2, 3, 4, 5, 6, 8)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/checkpoint/
data_pre: ImageNet
model_pre: model_16384_8_1
loss_pre: loss_1.0_1.0_0.5_0.2
training_pre: wasserstein_vq_transplant_False
saver_name_pre: wasserstein_vq_transplant_False_ImageNet_model_16384_8_1_loss_1.0_1.0_0.5_0.2
| distributed init (rank 0): env://
VQ Model Parameters: 312250275
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000100
Train Epoch: [1/5] Iters:[6200/20018] transplant_loss 5.7939, rec_loss 0.0468, quant_error 0.3969,
Train Epoch: [1/5] Iters:[6210/20018] transplant_loss 5.7977, rec_loss 0.0468, quant_error 0.3973,
Train Epoch: [1/5] Iters:[6220/20018] transplant_loss 5.8016, rec_loss 0.0473, quant_error 0.3979,
Train Epoch: [1/5] Iters:[6230/20018] transplant_loss 5.7965, rec_loss 0.0471, quant_error 0.3979,
Train Epoch: [1/5] Iters:[6240/20018] transplant_loss 5.7954, rec_loss 0.0471, quant_error 0.3978,
Train Epoch: [1/5] Iters:[6250/20018] transplant_loss 5.8132, rec_loss 0.0476, quant_error 0.3988,
Train Epoch: [1/5] Iters:[6260/20018] transplant_loss 5.8051, rec_loss 0.0478, quant_error 0.3980,
Train Epoch: [1/5] Iters:[6270/20018] transplant_loss 5.8006, rec_loss 0.0474, quant_error 0.3975,
Train Epoch: [1/5] Iters:[6280/20018] transplant_loss 5.7833, rec_loss 0.0476, quant_error 0.3960,
Train Epoch: [1/5] Iters:[6290/20018] transplant_loss 5.7692, rec_loss 0.0473, quant_error 0.3947,
Train Epoch: [1/5] Iters:[6300/20018] transplant_loss 5.7675, rec_loss 0.0472, quant_error 0.3940,
Train Epoch: [1/5] Iters:[6310/20018] transplant_loss 5.7884, rec_loss 0.0476, quant_error 0.3950,
Train Epoch: [1/5] Iters:[6320/20018] transplant_loss 5.8083, rec_loss 0.0480, quant_error 0.3961,
Train Epoch: [1/5] Iters:[6330/20018] transplant_loss 5.8194, rec_loss 0.0479, quant_error 0.3966,
Train Epoch: [1/5] Iters:[6340/20018] transplant_loss 5.8428, rec_loss 0.0482, quant_error 0.3985,
Train Epoch: [1/5] Iters:[6350/20018] transplant_loss 5.8199, rec_loss 0.0476, quant_error 0.3975,
Train Epoch: [1/5] Iters:[6360/20018] transplant_loss 5.8023, rec_loss 0.0478, quant_error 0.3967,
Train Epoch: [1/5] Iters:[6370/20018] transplant_loss 5.7813, rec_loss 0.0480, quant_error 0.3958,
Train Epoch: [1/5] Iters:[6380/20018] transplant_loss 5.7933, rec_loss 0.0481, quant_error 0.3968,
Train Epoch: [1/5] Iters:[6390/20018] transplant_loss 5.7777, rec_loss 0.0482, quant_error 0.3956,
Train Epoch: [1/5] Iters:[6400/20018] transplant_loss 5.8063, rec_loss 0.0485, quant_error 0.3967,
Train Epoch: [1/5] Iters:[6410/20018] transplant_loss 5.7968, rec_loss 0.0473, quant_error 0.3962,
Train Epoch: [1/5] Iters:[6420/20018] transplant_loss 5.7999, rec_loss 0.0472, quant_error 0.3963,
Train Epoch: [1/5] Iters:[6430/20018] transplant_loss 5.7641, rec_loss 0.0465, quant_error 0.3938,
Train Epoch: [1/5] Iters:[6440/20018] transplant_loss 5.7521, rec_loss 0.0470, quant_error 0.3929,
Train Epoch: [1/5] Iters:[6450/20018] transplant_loss 5.7166, rec_loss 0.0465, quant_error 0.3913,
Train Epoch: [1/5] Iters:[6460/20018] transplant_loss 5.7336, rec_loss 0.0468, quant_error 0.3924,
Train Epoch: [1/5] Iters:[6470/20018] transplant_loss 5.7190, rec_loss 0.0466, quant_error 0.3913,
Train Epoch: [1/5] Iters:[6480/20018] transplant_loss 5.7331, rec_loss 0.0466, quant_error 0.3920,
Train Epoch: [1/5] Iters:[6490/20018] transplant_loss 5.7687, rec_loss 0.0465, quant_error 0.3948,
Train Epoch: [1/5] Iters:[6500/20018] transplant_loss 5.7914, rec_loss 0.0469, quant_error 0.3966,
Train Epoch: [1/5] Iters:[6510/20018] transplant_loss 5.7642, rec_loss 0.0465, quant_error 0.3944,
Train Epoch: [1/5] Iters:[6520/20018] transplant_loss 5.7777, rec_loss 0.0464, quant_error 0.3956,
Train Epoch: [1/5] Iters:[6530/20018] transplant_loss 5.8098, rec_loss 0.0471, quant_error 0.3983,
Train Epoch: [1/5] Iters:[6540/20018] transplant_loss 5.7679, rec_loss 0.0465, quant_error 0.3953,
Train Epoch: [1/5] Iters:[6550/20018] transplant_loss 5.7764, rec_loss 0.0465, quant_error 0.3956,
Train Epoch: [1/5] Iters:[6560/20018] transplant_loss 5.8109, rec_loss 0.0474, quant_error 0.3984,
Train Epoch: [1/5] Iters:[6570/20018] transplant_loss 5.8292, rec_loss 0.0484, quant_error 0.3998,
Train Epoch: [1/5] Iters:[6580/20018] transplant_loss 5.8095, rec_loss 0.0483, quant_error 0.3985,
Train Epoch: [1/5] Iters:[6590/20018] transplant_loss 5.8299, rec_loss 0.0483, quant_error 0.3999,
Train Epoch: [1/5] Iters:[6600/20018] transplant_loss 5.8029, rec_loss 0.0483, quant_error 0.3983,
Train Epoch: [1/5] Iters:[6610/20018] transplant_loss 5.7774, rec_loss 0.0477, quant_error 0.3963,
Train Epoch: [1/5] Iters:[6620/20018] transplant_loss 5.7681, rec_loss 0.0472, quant_error 0.3954,
Train Epoch: [1/5] Iters:[6630/20018] transplant_loss 5.7494, rec_loss 0.0466, quant_error 0.3937,
Train Epoch: [1/5] Iters:[6640/20018] transplant_loss 5.7553, rec_loss 0.0472, quant_error 0.3941,
Train Epoch: [1/5] Iters:[6650/20018] transplant_loss 5.7680, rec_loss 0.0471, quant_error 0.3945,
Train Epoch: [1/5] Iters:[6660/20018] transplant_loss 5.7792, rec_loss 0.0472, quant_error 0.3954,
Train Epoch: [1/5] Iters:[6670/20018] transplant_loss 5.7693, rec_loss 0.0470, quant_error 0.3949,
Train Epoch: [1/5] Iters:[6680/20018] transplant_loss 5.7884, rec_loss 0.0483, quant_error 0.3968,
Train Epoch: [1/5] Iters:[6690/20018] transplant_loss 5.7796, rec_loss 0.0478, quant_error 0.3962,
Train Epoch: [1/5] Iters:[6700/20018] transplant_loss 5.7779, rec_loss 0.0478, quant_error 0.3966,
Train Epoch: [1/5] Iters:[6710/20018] transplant_loss 5.7745, rec_loss 0.0480, quant_error 0.3963,
Train Epoch: [1/5] Iters:[6720/20018] transplant_loss 5.7653, rec_loss 0.0478, quant_error 0.3957,
Train Epoch: [1/5] Iters:[6730/20018] transplant_loss 5.7449, rec_loss 0.0472, quant_error 0.3940,
Train Epoch: [1/5] Iters:[6740/20018] transplant_loss 5.7521, rec_loss 0.0473, quant_error 0.3944,
Train Epoch: [1/5] Iters:[6750/20018] transplant_loss 5.7498, rec_loss 0.0472, quant_error 0.3942,
Train Epoch: [1/5] Iters:[6760/20018] transplant_loss 5.7491, rec_loss 0.0467, quant_error 0.3946,
Train Epoch: [1/5] Iters:[6770/20018] transplant_loss 5.7718, rec_loss 0.0467, quant_error 0.3961,
Train Epoch: [1/5] Iters:[6780/20018] transplant_loss 5.7827, rec_loss 0.0463, quant_error 0.3968,
Train Epoch: [1/5] Iters:[6790/20018] transplant_loss 5.7708, rec_loss 0.0460, quant_error 0.3961,
Train Epoch: [1/5] Iters:[6800/20018] transplant_loss 5.7466, rec_loss 0.0462, quant_error 0.3946,
Train Epoch: [1/5] Iters:[6810/20018] transplant_loss 5.7370, rec_loss 0.0466, quant_error 0.3932,
Train Epoch: [1/5] Iters:[6820/20018] transplant_loss 5.7323, rec_loss 0.0464, quant_error 0.3927,
Train Epoch: [1/5] Iters:[6830/20018] transplant_loss 5.7346, rec_loss 0.0470, quant_error 0.3929,
